order_id,order_date,customer_id,seller_id,order_status
218,2023-04-08,925,2,Returned
219,2022-05-04,295,41,Returned
220,2022-09-11,640,16,Completed
221,2022-08-19,856,30,Cancelled
222,2022-03-07,17,47,Completed
223,2022-12-13,71,46,Pending
224,2022-01-22,305,52,Pending
225,2023-08-26,1031,36,Cancelled
226,2023-07-22,817,4,Completed
227,2022-08-24,821,11,Completed
228,2023-08-26,193,53,Returned
229,2022-08-14,529,24,Completed
230,2022-01-08,171,18,Pending
231,2022-03-14,251,27,Pending
232,2023-12-26,541,37,Cancelled
233,2023-10-09,416,2,Completed
234,2022-03-02,794,15,Completed
235,2022-08-23,25,11,Pending
236,2022-03-11,668,27,Cancelled
237,2022-02-02,1097,49,Returned
238,2022-12-05,632,48,Returned
239,2022-03-14,1117,47,Cancelled
240,2023-06-11,505,23,Cancelled
241,2022-09-01,336,35,Returned
242,2022-10-13,425,52,Pending
243,2023-11-17,499,30,Completed
244,2023-05-13,947,47,Returned
245,2022-08-08,630,24,Cancelled
246,2023-07-07,718,19,Cancelled
247,2022-05-16,339,29,Completed
248,2023-08-08,659,13,Cancelled
249,2023-08-14,962,48,Pending
250,2023-04-30,429,23,Cancelled
251,2022-09-06,899,12,Completed
252,2023-04-30,139,49,Returned
253,2023-02-21,942,48,Pending
254,2022-07-14,542,41,Cancelled
255,2022-04-07,57,29,Completed
256,2022-04-10,658,6,Returned
257,2023-11-06,435,51,Returned
258,2023-03-18,384,23,Completed
259,2022-12-29,560,31,Returned
260,2023-03-10,194,45,Returned
261,2023-02-25,534,21,Returned
262,2023-04-24,518,24,Returned
263,2022-02-25,716,8,Completed
264,2023-11-21,751,44,Completed
265,2023-11-01,185,9,Cancelled
266,2023-10-24,292,22,Cancelled
267,2022-04-11,732,4,Pending
268,2022-03-04,116,13,Returned
269,2023-02-17,825,34,Returned
270,2022-12-14,1073,3,Pending
271,2022-04-22,685,37,Completed
272,2022-09-12,82,28,Completed
273,2022-07-16,834,26,Pending
274,2022-07-14,333,50,Cancelled
275,2023-07-04,557,53,Cancelled
276,2023-04-05,335,46,Returned
277,2022-05-24,532,34,Cancelled
278,2023-03-09,221,15,Completed
279,2022-07-07,635,8,Pending
280,2022-10-13,323,48,Pending
281,2023-04-19,3,35,Pending
282,2022-09-13,206,24,Cancelled
283,2022-03-19,40,52,Pending
284,2023-03-30,59,52,Pending
285,2023-07-18,951,55,Cancelled
286,2022-04-11,574,37,Completed
287,2022-02-21,644,4,Returned
288,2023-10-30,843,55,Completed
289,2023-07-08,619,12,Cancelled
290,2022-01-16,96,19,Pending
291,2022-04-06,898,15,Returned
292,2022-08-31,1086,30,Completed
293,2022-06-20,561,45,Returned
294,2023-02-21,905,37,Completed
295,2023-05-13,348,12,Completed
296,2023-05-08,671,19,Cancelled
297,2022-08-07,317,34,Completed
298,2023-02-15,719,7,Pending
299,2022-03-02,1072,28,Cancelled
300,2022-06-18,250,55,Returned
301,2023-01-24,314,28,Cancelled
302,2022-01-03,807,29,Completed
303,2023-02-04,485,37,Returned
304,2022-09-29,44,20,Pending
305,2023-04-11,571,11,Cancelled
306,2022-10-20,583,50,Completed
307,2023-03-10,1116,50,Returned
308,2023-12-15,895,39,Pending
309,2023-07-24,220,42,Pending
310,2023-11-09,925,23,Cancelled
311,2023-05-14,401,52,Returned
312,2022-06-08,727,46,Completed
313,2022-07-14,991,20,Returned
314,2022-10-31,899,20,Pending
315,2022-08-11,858,11,Returned
316,2022-03-01,804,2,Cancelled
317,2023-08-17,490,13,Returned
318,2023-07-10,938,13,Returned
319,2022-03-04,844,41,Cancelled
320,2022-11-18,267,49,Returned
321,2022-02-28,54,15,Cancelled
322,2022-02-21,528,54,Cancelled
323,2023-08-22,616,31,Cancelled
324,2023-05-04,1083,23,Pending
325,2023-05-30,1064,53,Returned
326,2023-06-28,955,22,Cancelled
327,2022-06-11,386,54,Completed
328,2022-02-28,734,16,Completed
329,2023-06-05,716,42,Pending
330,2022-03-24,650,29,Cancelled
331,2022-07-10,300,20,Cancelled
332,2022-03-12,395,28,Pending
333,2023-09-02,593,27,Returned
334,2022-03-11,514,44,Cancelled
335,2023-11-23,396,29,Cancelled
336,2022-08-29,371,5,Completed
337,2023-02-18,858,52,Cancelled
338,2022-05-03,791,49,Pending
339,2023-08-07,658,42,Completed
340,2022-09-10,736,38,Pending
341,2023-08-16,384,53,Pending
342,2023-09-01,62,52,Cancelled
343,2022-02-10,505,38,Returned
344,2023-09-27,239,44,Cancelled
345,2022-03-25,195,53,Returned
346,2023-03-06,678,51,Completed
347,2023-11-05,61,2,Pending
348,2023-08-21,990,45,Pending
349,2023-08-02,685,54,Cancelled
350,2023-06-20,156,20,Returned
351,2022-11-20,923,43,Pending
352,2022-09-25,868,47,Pending
353,2022-07-29,903,13,Returned
354,2023-11-17,999,26,Pending
355,2022-11-18,975,35,Pending
356,2022-09-02,388,46,Pending
357,2022-09-29,887,8,Returned
358,2023-02-10,838,28,Returned
359,2022-05-15,340,41,Completed
360,2023-11-19,204,15,Pending
361,2023-10-23,161,55,Pending
362,2022-11-04,392,50,Completed
363,2023-04-14,769,8,Returned
364,2022-11-20,575,11,Returned
365,2022-03-16,534,29,Cancelled
366,2022-01-10,1094,5,Returned
367,2023-04-15,893,47,Cancelled
368,2023-09-29,405,47,Completed
369,2023-07-31,608,7,Returned
370,2022-04-13,828,53,Completed
371,2022-03-17,690,18,Cancelled
372,2023-07-05,902,28,Pending
373,2022-08-07,56,12,Pending
374,2023-06-03,366,12,Completed
375,2022-09-29,455,36,Pending
376,2022-05-16,104,29,Completed
377,2022-12-24,77,11,Cancelled
378,2022-03-12,230,53,Pending
379,2022-09-08,331,6,Cancelled
380,2023-01-14,893,21,Returned
381,2022-10-19,688,10,Pending
382,2022-06-11,27,32,Pending
383,2023-03-25,299,47,Pending
384,2023-07-11,957,33,Completed
385,2023-12-22,799,17,Returned
386,2022-11-06,1115,3,Returned
387,2023-09-19,480,43,Returned
388,2023-11-01,573,18,Cancelled
389,2023-06-26,458,10,Returned
390,2022-01-09,365,53,Completed
391,2023-11-15,859,41,Completed
392,2023-07-22,351,39,Cancelled
393,2022-11-03,253,43,Cancelled
394,2023-11-11,781,8,Returned
395,2022-04-17,803,34,Returned
396,2022-05-18,1012,37,Completed
397,2022-09-28,459,41,Completed
398,2022-04-29,917,33,Returned
399,2022-04-20,499,49,Completed
400,2023-07-21,950,10,Cancelled
401,2022-06-09,508,40,Completed
402,2022-10-06,501,18,Returned
403,2022-10-16,803,25,Cancelled
404,2023-09-12,598,42,Completed
405,2022-08-04,166,41,Cancelled
406,2022-12-18,462,36,Returned
407,2022-07-28,920,2,Completed
408,2023-12-05,114,19,Returned
409,2023-10-12,992,10,Pending
410,2022-09-28,207,49,Returned
411,2023-06-02,515,3,Pending
412,2023-05-16,709,53,Cancelled
413,2022-09-15,138,19,Cancelled
414,2022-02-22,339,51,Pending
415,2022-04-05,537,26,Cancelled
416,2023-10-12,68,54,Cancelled
417,2023-03-10,383,51,Returned
418,2022-10-11,19,51,Pending
419,2022-02-15,683,47,Completed
420,2022-01-04,74,25,Cancelled
421,2022-12-08,573,50,Cancelled
422,2022-05-14,939,17,Completed
423,2023-10-15,1072,10,Returned
424,2022-09-26,211,46,Returned
425,2022-06-15,855,51,Returned
426,2023-03-29,651,55,Completed
427,2023-07-19,994,50,Returned
428,2023-12-24,695,11,Cancelled
429,2023-03-14,540,11,Returned
430,2023-07-29,901,12,Cancelled
431,2022-01-10,780,40,Completed
432,2022-04-25,170,48,Returned
433,2022-03-19,1038,8,Returned
434,2023-12-09,288,24,Cancelled
435,2022-06-02,189,14,Completed
436,2023-07-13,914,23,Returned
437,2022-02-06,694,50,Completed
438,2023-01-14,888,53,Cancelled
439,2023-08-20,471,54,Cancelled
440,2023-07-20,1099,36,Returned
441,2022-06-01,277,17,Completed
442,2023-03-17,940,45,Cancelled
443,2022-05-11,571,5,Completed
444,2022-02-12,857,3,Pending
445,2022-11-12,1001,9,Pending
446,2023-01-09,458,20,Returned
447,2022-02-10,918,50,Completed
448,2023-01-02,833,20,Completed
449,2022-08-04,1088,51,Cancelled
450,2023-11-30,839,19,Completed
451,2022-09-13,193,21,Completed
452,2023-11-14,616,16,Cancelled
453,2022-04-16,406,33,Returned
454,2022-12-29,943,5,Cancelled
455,2023-07-28,721,24,Pending
456,2023-02-21,93,15,Completed
457,2023-09-28,430,26,Completed
458,2022-06-08,654,44,Returned
459,2022-08-31,434,25,Pending
460,2022-06-16,375,28,Completed
461,2022-07-01,1083,33,Cancelled
462,2023-02-27,1067,46,Completed
463,2022-01-26,207,18,Returned
464,2022-07-03,780,18,Cancelled
465,2022-12-07,532,38,Completed
466,2023-02-26,166,33,Returned
467,2023-11-17,643,27,Pending
468,2022-09-12,90,49,Cancelled
469,2022-10-01,1118,50,Cancelled
470,2022-06-13,13,15,Pending
471,2023-12-20,973,44,Cancelled
472,2022-04-21,805,13,Returned
473,2023-01-27,945,52,Pending
474,2022-02-09,742,34,Completed
475,2023-04-27,876,4,Returned
476,2022-08-16,660,35,Pending
477,2022-07-24,1032,19,Completed
478,2023-04-17,1053,31,Returned
479,2022-12-25,296,25,Returned
480,2022-11-09,986,40,Cancelled
481,2022-08-22,926,12,Cancelled
482,2022-08-17,640,12,Pending
483,2022-01-25,340,42,Completed
484,2023-11-07,628,25,Returned
485,2022-07-17,439,33,Returned
486,2023-02-13,942,37,Pending
487,2022-12-03,830,28,Cancelled
488,2022-10-13,519,52,Returned
489,2022-03-13,976,43,Returned
490,2022-10-13,1069,9,Cancelled
491,2022-12-26,955,14,Completed
492,2023-10-19,952,3,Completed
493,2023-06-06,944,5,Cancelled
494,2023-02-14,155,26,Returned
495,2023-11-27,88,53,Cancelled
496,2023-07-04,1097,41,Completed
497,2022-12-06,931,18,Pending
498,2022-01-29,179,38,Pending
499,2022-04-29,212,21,Completed
500,2022-09-25,465,39,Completed
501,2022-07-02,631,16,Completed
502,2023-08-18,825,40,Cancelled
503,2022-09-29,607,23,Pending
504,2022-02-09,885,29,Completed
505,2022-04-22,366,10,Returned
506,2023-09-03,276,5,Pending
507,2023-03-21,380,11,Cancelled
508,2022-12-20,945,29,Returned
509,2022-11-18,1088,53,Cancelled
510,2023-03-23,810,45,Completed
511,2023-09-13,925,27,Completed
512,2023-06-08,494,52,Completed
513,2022-04-29,1095,34,Returned
514,2023-01-30,364,14,Completed
515,2023-08-14,570,41,Pending
516,2022-07-14,763,42,Completed
517,2022-09-18,276,10,Pending
518,2022-02-15,50,42,Returned
519,2023-12-27,728,51,Cancelled
520,2023-03-23,906,11,Cancelled
521,2022-01-02,928,11,Pending
522,2023-06-17,564,35,Returned
523,2023-07-06,783,19,Pending
524,2023-12-05,485,24,Completed
525,2023-11-18,1108,54,Completed
526,2022-07-21,584,1,Completed
527,2023-01-08,236,12,Cancelled
528,2023-03-18,56,47,Pending
529,2022-03-13,360,14,Returned
530,2023-11-12,110,3,Pending
531,2022-12-05,192,52,Pending
532,2023-10-01,904,45,Pending
533,2022-11-18,1117,50,Completed
534,2023-11-11,862,32,Completed
535,2022-05-08,568,16,Pending
536,2022-11-04,1084,38,Completed
537,2023-06-04,650,10,Cancelled
538,2022-11-13,39,17,Completed
539,2023-11-14,1073,49,Cancelled
540,2023-02-23,637,40,Cancelled
541,2022-12-01,1037,4,Pending
542,2023-02-17,36,15,Pending
543,2023-12-15,101,33,Completed
544,2022-10-30,1110,39,Returned
545,2023-07-22,166,10,Pending
546,2022-05-11,383,7,Cancelled
547,2022-07-16,790,33,Cancelled
548,2023-03-07,31,17,Completed
549,2023-11-12,11,12,Cancelled
550,2023-01-24,96,17,Pending
551,2023-11-25,453,47,Completed
552,2022-06-28,192,16,Completed
553,2023-09-23,486,55,Returned
554,2023-08-06,238,14,Completed
555,2022-11-05,1089,3,Returned
556,2023-02-20,735,51,Pending
557,2023-07-16,991,44,Cancelled
558,2022-01-01,825,51,Pending
559,2022-11-08,106,50,Completed
560,2022-10-21,181,30,Returned
561,2022-08-04,184,46,Cancelled
562,2023-03-17,226,52,Completed
563,2023-08-17,777,55,Pending
564,2023-09-14,790,41,Completed
565,2023-11-02,1113,35,Returned
566,2022-11-26,688,26,Pending
567,2023-04-22,530,55,Completed
568,2023-03-29,972,12,Returned
569,2023-03-29,936,31,Completed
570,2023-11-23,106,52,Returned
571,2022-08-07,831,17,Completed
572,2023-06-08,679,37,Pending
573,2023-04-30,849,8,Pending
574,2022-06-23,1056,19,Pending
575,2023-11-06,393,26,Pending
576,2022-03-28,40,4,Pending
577,2022-10-18,660,15,Cancelled
578,2023-06-12,981,51,Completed
579,2023-11-11,1106,47,Pending
580,2023-10-11,845,14,Cancelled
581,2023-09-27,201,30,Cancelled
582,2022-12-10,447,48,Completed
583,2022-04-06,1062,42,Returned
584,2022-08-29,444,24,Completed
585,2023-11-20,761,46,Completed
586,2022-11-14,227,52,Returned
587,2022-08-19,48,43,Returned
588,2022-07-23,1042,34,Pending
589,2022-05-31,912,19,Returned
590,2022-01-26,187,3,Returned
591,2022-02-17,345,4,Completed
592,2022-09-08,224,11,Completed
593,2023-05-02,830,13,Completed
594,2023-09-18,488,50,Returned
595,2022-03-16,877,18,Cancelled
596,2023-04-12,849,19,Pending
597,2023-03-01,979,44,Completed
598,2023-10-07,1017,33,Cancelled
599,2023-08-13,188,38,Pending
600,2022-07-19,270,3,Completed
601,2023-12-15,310,49,Cancelled
602,2023-01-29,1096,35,Pending
603,2023-05-22,845,1,Completed
604,2023-02-14,486,35,Completed
605,2022-09-07,120,36,Cancelled
606,2022-06-01,220,38,Returned
607,2023-11-03,53,39,Returned
608,2023-12-06,758,55,Completed
609,2022-01-06,738,25,Cancelled
610,2022-04-20,720,40,Returned
611,2023-03-12,406,13,Returned
612,2022-08-13,608,4,Returned
613,2022-06-30,1021,6,Cancelled
614,2023-12-14,422,11,Cancelled
615,2023-06-15,712,1,Pending
616,2023-04-21,247,8,Returned
617,2022-02-21,72,54,Cancelled
618,2023-07-25,185,34,Pending
619,2022-09-13,6,40,Completed
620,2022-05-05,906,52,Pending
621,2023-04-13,387,9,Returned
622,2022-05-17,699,36,Cancelled
623,2023-04-21,1100,49,Returned
624,2023-11-15,827,39,Returned
625,2023-06-28,349,42,Completed
626,2023-07-27,308,37,Cancelled
627,2023-09-02,287,42,Cancelled
628,2022-11-21,766,44,Completed
629,2023-03-30,725,21,Cancelled
630,2023-09-20,762,20,Pending
631,2023-06-01,383,38,Returned
632,2023-03-13,388,1,Completed
633,2023-07-16,525,35,Completed
634,2023-04-02,639,28,Returned
635,2022-06-12,938,7,Completed
636,2023-05-02,276,43,Cancelled
637,2023-04-06,500,44,Cancelled
638,2022-09-23,717,9,Returned
639,2022-09-11,337,1,Completed
640,2023-10-15,932,36,Pending
641,2022-10-11,481,34,Returned
642,2023-06-18,911,34,Cancelled
643,2023-05-12,1082,17,Cancelled
644,2023-10-04,109,53,Cancelled
645,2022-09-02,328,32,Pending
646,2022-10-09,315,2,Cancelled
647,2023-03-27,699,36,Returned
648,2022-03-21,781,25,Returned
649,2022-10-20,156,43,Returned
650,2022-08-29,887,51,Cancelled
651,2022-10-06,1026,26,Pending
652,2022-12-10,758,45,Pending
653,2022-11-24,722,54,Cancelled
654,2023-07-08,913,26,Completed
655,2022-03-24,871,21,Completed
656,2022-05-22,13,18,Returned
657,2022-06-04,608,29,Pending
658,2022-08-25,498,51,Cancelled
659,2023-01-28,238,24,Pending
660,2023-12-12,1118,47,Pending
661,2022-06-06,781,28,Completed
662,2023-12-25,606,12,Pending
663,2022-08-08,661,11,Pending
664,2022-03-07,849,27,Cancelled
665,2023-03-01,936,23,Cancelled
666,2023-02-22,628,33,Pending
667,2022-12-05,143,16,Pending
668,2023-07-10,714,28,Cancelled
669,2023-04-23,479,28,Completed
670,2023-03-02,565,45,Cancelled
671,2022-03-05,471,38,Cancelled
672,2022-07-31,384,55,Cancelled
673,2023-03-07,926,6,Cancelled
674,2023-02-03,417,42,Cancelled
675,2023-08-22,308,29,Completed
676,2023-12-14,649,34,Returned
677,2022-01-21,1025,3,Cancelled
678,2023-08-13,1068,6,Cancelled
679,2023-01-25,739,48,Completed
680,2023-05-04,140,38,Returned
681,2022-01-07,974,13,Pending
682,2022-12-27,1017,36,Completed
683,2022-11-02,953,15,Cancelled
684,2023-02-04,904,6,Pending
685,2023-03-06,72,33,Completed
686,2023-07-06,107,41,Pending
687,2023-07-14,1066,12,Completed
688,2023-09-10,883,55,Completed
689,2022-08-14,139,43,Pending
690,2023-05-15,615,13,Returned
691,2022-08-13,863,33,Pending
692,2022-10-07,273,51,Pending
693,2023-03-23,416,28,Returned
694,2023-05-13,506,53,Pending
695,2022-01-30,733,36,Returned
696,2023-02-03,424,5,Returned
697,2022-12-11,390,55,Returned
698,2023-11-16,342,25,Cancelled
699,2023-11-27,946,17,Completed
700,2023-02-19,614,37,Cancelled
701,2022-06-19,493,19,Completed
702,2023-04-24,192,35,Cancelled
703,2022-05-11,499,43,Returned
704,2023-09-30,822,34,Cancelled
705,2023-07-01,227,54,Completed
706,2022-01-28,139,46,Cancelled
707,2023-02-08,856,6,Pending
708,2023-08-30,817,19,Pending
709,2023-08-01,1087,1,Returned
710,2023-11-10,104,7,Cancelled
711,2022-01-28,871,34,Cancelled
712,2022-03-27,668,19,Completed
713,2023-10-21,273,33,Completed
714,2023-03-15,1030,26,Cancelled
715,2022-05-19,184,41,Completed
716,2023-04-18,1052,53,Pending
717,2022-07-06,293,49,Pending
718,2022-02-21,177,42,Returned
719,2022-09-24,58,27,Pending
720,2023-01-24,308,38,Completed
721,2022-12-02,977,26,Completed
722,2022-08-05,700,35,Completed
723,2023-04-11,83,20,Completed
724,2022-12-01,252,24,Cancelled
725,2022-12-12,796,47,Cancelled
726,2023-01-24,897,21,Cancelled
727,2022-10-12,210,54,Cancelled
728,2023-03-08,816,26,Pending
729,2022-09-16,609,20,Completed
730,2022-03-25,447,6,Pending
731,2023-04-27,460,3,Completed
732,2022-01-20,968,10,Cancelled
733,2023-07-07,472,12,Pending
734,2022-02-23,370,33,Completed
735,2022-12-25,900,22,Cancelled
736,2022-08-18,923,16,Returned
737,2023-10-28,137,17,Completed
738,2022-03-12,367,10,Returned
739,2023-10-30,912,12,Completed
740,2022-02-11,184,19,Cancelled
741,2022-02-01,472,40,Pending
742,2022-09-11,654,23,Completed
743,2022-07-24,749,40,Returned
744,2022-01-21,537,10,Cancelled
745,2023-09-29,802,10,Completed
746,2022-06-06,920,50,Returned
747,2022-09-02,510,10,Completed
748,2022-05-10,630,39,Returned
749,2023-04-30,1002,30,Completed
750,2023-11-17,1097,4,Pending
751,2022-04-28,916,1,Pending
752,2023-08-01,1034,43,Pending
753,2022-08-12,152,19,Pending
754,2023-04-22,1029,5,Cancelled
755,2023-12-18,464,30,Pending
756,2022-09-20,271,26,Completed
757,2023-01-13,460,40,Cancelled
758,2022-06-21,105,34,Completed
759,2023-09-13,162,2,Returned
760,2023-09-14,351,24,Pending
761,2022-04-28,434,14,Completed
762,2022-06-17,852,41,Completed
763,2022-11-15,140,42,Completed
764,2022-04-21,87,13,Returned
765,2023-08-16,183,29,Returned
766,2022-01-27,368,1,Returned
767,2022-11-16,129,46,Completed
768,2023-08-13,670,34,Returned
769,2023-11-25,149,4,Pending
770,2023-01-20,985,28,Returned
771,2023-02-11,852,19,Returned
772,2022-07-23,628,1,Completed
773,2022-03-19,446,36,Completed
774,2023-08-30,884,43,Completed
775,2023-12-09,294,13,Completed
776,2023-10-05,250,50,Pending
777,2022-09-06,878,42,Completed
778,2022-04-15,948,5,Cancelled
779,2023-12-15,975,33,Cancelled
780,2022-11-05,1049,14,Completed
781,2023-12-02,789,16,Completed
782,2023-09-07,984,32,Pending
783,2022-05-04,889,50,Cancelled
784,2023-08-03,890,27,Returned
785,2022-02-12,70,35,Pending
786,2022-12-22,625,3,Returned
787,2023-06-30,875,4,Completed
788,2023-03-15,471,7,Cancelled
789,2023-11-09,91,13,Returned
790,2023-01-15,530,41,Cancelled
791,2022-03-12,661,3,Returned
792,2023-06-03,739,17,Pending
